date,Power_kW,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
2017-05-16 13:00:00,475.0725325,21.77,37.83,8.02,9.96,1016.0,458.96,0.0,0.0
2017-05-16 17:00:00,493.5165545,17.19,53.06,7.95,9.58,1017.0,0.12,0.0,0.0
2017-05-16 18:00:00,347.797375,16.83,54.68,5.44,6.58,1017.0,0.18,0.0,0.0
2017-05-16 19:00:00,181.9023425,17.12,53.6,4.91,6.1,1017.0,0.18,0.0,0.0
2017-05-16 20:00:00,126.7262855,17.28,55.21,5.32,6.44,1017.0,0.17,0.0,0.0
2017-05-16 21:00:00,101.0612755,17.09,58.4,5.26,6.44,1016.5,0.25,0.0,0.0
2017-05-16 22:00:00,108.0956645,17.1,60.09,5.36,6.69,1016.0,0.21,0.0,0.0
2017-05-16 23:00:00,104.067617,16.77,63.43,5.35,6.33,1015.33,0.46,0.0,0.0
2017-05-17 00:00:00,104.29005,16.27,67.53,3.79,4.59,1015.08,0.62,0.0,0.0
2017-05-17 01:00:00,102.2529745,15.89,70.84,3.21,3.98,1015.0,3.74,0.0,0.0
2017-05-17 02:00:00,99.0174265,15.92,73.03,2.76,3.38,1015.75,80.46,0.0,0.0
2017-05-17 03:00:00,91.8938895,16.9,69.98,2.78,3.27,1016.0,254.18,0.0,0.0
2017-05-17 04:00:00,103.133748,19.05,62.78,2.52,3.21,1016.0,443.02,0.0,0.0
2017-05-17 05:00:00,100.3716895,20.51,55.58,3.82,4.63,1016.0,628.26,0.0,0.0
2017-05-17 06:00:00,104.531274,21.44,52.71,3.47,4.4,1016.0,777.92,0.0,0.0
2017-05-17 07:00:00,135.3461105,24.44,42.15,2.16,2.85,1015.17,890.75,0.0,0.0
2017-05-17 08:00:00,490.9998715,27.4,33.77,1.7,2.45,1015.0,951.83,0.0,0.0
2017-05-17 09:00:00,306.8904605,29.35,28.09,1.7,2.43,1014.08,954.75,0.0,0.0
2017-05-17 10:00:00,393.6144215,30.69,26.15,1.36,1.93,1014.0,892.08,0.0,0.0
2017-05-17 11:00:00,414.8805895,31.37,24.16,1.84,2.54,1013.08,784.17,0.0,0.0
2017-05-17 12:00:00,417.060564,30.12,28.9,4.51,5.58,1013.0,628.82,0.0,0.0
2017-05-17 13:00:00,480.2193,28.0,34.44,6.17,7.38,1013.0,455.5,0.0,0.0
2017-05-17 14:00:00,426.9736905,27.02,36.44,5.42,6.5,1013.0,260.28,0.0,0.0
2017-05-17 15:00:00,449.946125,26.08,36.83,5.78,7.26,1013.67,85.48,0.0,0.0
2017-05-17 16:00:00,442.1004455,25.63,35.61,4.54,5.49,1014.0,4.12,0.0,0.0
2017-05-17 17:00:00,377.535225,25.35,34.99,5.34,6.77,1014.0,0.31,0.0,0.0
2017-05-17 18:00:00,338.774199,24.83,35.35,5.54,6.69,1014.08,0.27,0.0,0.0
2017-05-17 19:00:00,184.9421145,25.13,33.42,4.93,6.25,1014.0,0.27,0.0,0.0
2017-05-17 20:00:00,142.1453935,25.16,31.19,4.42,5.6,1014.0,0.26,0.0,0.0
2017-05-17 21:00:00,118.590875,24.34,34.71,2.2,2.68,1013.0,0.39,0.0,0.0
2017-05-17 22:00:00,107.1897635,21.27,49.76,2.93,3.23,1013.42,0.31,0.0,0.0
2017-05-17 23:00:00,97.4778755,20.16,57.16,2.31,2.68,1014.0,0.3,0.0,0.0
2017-05-18 00:00:00,106.3221,17.99,71.45,2.49,3.08,1014.0,1.38,0.0,0.0
2017-05-18 01:00:00,103.2336025,17.25,77.19,2.13,2.68,1014.25,2.52,0.0,0.0
2017-05-18 02:00:00,103.09267,17.06,81.88,2.19,2.77,1015.0,64.14,0.0,0.0
2017-05-18 03:00:00,103.8567645,19.31,72.25,0.8,1.3,1015.33,223.09,0.0,0.0
2017-05-18 04:00:00,100.739425,21.04,63.03,1.7,2.6,1016.0,409.48,0.0,0.0
2017-05-18 05:00:00,102.2215105,20.85,65.1,2.45,3.35,1016.0,588.37,0.0,0.0
2017-05-18 06:00:00,112.9249515,22.29,56.68,2.02,2.73,1016.0,747.62,0.0,0.0
2017-05-18 07:00:00,130.3717395,24.97,44.77,1.15,1.87,1015.92,859.0,0.0,0.0
2017-05-18 08:00:00,358.763016,27.64,33.41,1.29,1.93,1015.0,904.75,0.0,0.0
2017-05-18 09:00:00,319.0290095,27.14,35.63,1.95,2.83,1015.0,927.92,0.0,0.0
2017-05-18 10:00:00,331.96705,28.06,27.64,3.17,4.23,1014.83,882.5,0.0,0.0
2017-05-18 11:00:00,343.260878,28.07,27.73,3.8,4.51,1014.0,778.17,0.0,0.0
2017-05-18 12:00:00,364.1702355,27.92,27.89,4.65,5.81,1013.92,624.52,0.0,0.0
2017-05-18 13:00:00,345.1804005,27.22,28.33,4.68,5.72,1013.08,444.42,0.0,0.0
2017-05-18 14:00:00,357.2547105,25.5,27.87,6.39,7.4,1013.17,252.89,0.0,0.0
2017-05-18 15:00:00,355.950047,23.73,29.67,7.53,9.12,1013.92,88.36,0.0,0.0
2017-05-18 16:00:00,326.7848855,22.72,33.77,6.88,8.34,1014.0,5.39,0.0,0.0
2017-05-18 17:00:00,328.3113265,22.63,33.16,6.06,7.3,1014.42,0.27,0.0,0.0
2017-05-18 18:00:00,272.0069355,22.45,33.1,4.16,5.35,1015.0,0.27,0.0,0.0
2017-05-18 19:00:00,172.0523625,22.0,35.65,1.28,1.72,1015.0,0.2,0.0,0.0
2017-05-18 20:00:00,139.0789645,20.88,45.96,2.33,3.0,1015.42,0.04,0.0,0.0
2017-05-18 21:00:00,110.4235635,20.72,49.69,2.38,2.94,1014.25,0.12,0.0,0.0
2017-05-18 22:00:00,97.855225,20.97,44.46,3.05,3.61,1013.67,0.18,0.0,0.0
2017-05-18 23:00:00,100.807597,21.19,42.49,3.6,4.24,1013.83,0.59,0.25,0.25
2017-05-19 00:00:00,101.323694,20.74,45.51,4.95,6.02,1013.0,0.5,0.96,1.2
2017-05-19 01:00:00,100.826825,20.98,40.11,3.22,4.05,1013.67,3.71,0.0,1.2
2017-05-19 02:00:00,102.797695,20.66,43.68,2.86,3.29,1014.0,76.59,0.0,1.2
2017-05-19 03:00:00,97.8733605,21.69,42.13,2.17,2.81,1014.0,234.68,0.0,1.2
2017-05-19 04:00:00,101.8478755,22.73,41.62,2.29,2.94,1014.0,428.96,0.0,1.2
2017-05-19 05:00:00,104.2098605,23.94,39.37,1.66,2.39,1014.0,613.17,0.0,1.2
2017-05-19 06:00:00,106.040235,23.0,43.69,3.35,3.86,1014.0,762.17,0.0,1.2
2017-05-19 07:00:00,133.4416645,25.61,36.35,1.65,2.49,1014.0,882.25,0.0,1.2
2017-05-19 08:00:00,338.5847595,27.88,29.97,2.07,2.77,1013.08,931.0,0.0,1.2
2017-05-19 09:00:00,275.06965,26.04,35.7,4.34,5.56,1013.0,882.08,0.0,1.2
2017-05-19 10:00:00,311.365559,26.17,34.16,4.4,5.7,1012.42,875.0,0.0,1.2
2017-05-19 11:00:00,310.564975,26.26,33.59,5.32,6.63,1012.0,769.33,0.0,1.2
2017-05-19 12:00:00,340.721034,25.88,34.6,5.64,7.02,1012.0,624.39,0.0,1.2
2017-05-19 13:00:00,303.48776,23.92,39.35,6.03,7.38,1011.67,451.86,0.0,1.2
2017-05-19 14:00:00,329.9968355,23.26,40.64,4.76,5.97,1011.0,258.97,0.0,1.2
2017-05-19 15:00:00,361.858724,22.56,41.0,4.52,5.54,1011.67,84.46,0.0,1.2
2017-05-19 16:00:00,315.9363605,20.78,49.82,2.71,3.44,1012.0,4.01,0.0,1.2
2017-05-19 17:00:00,339.1952485,19.42,57.19,1.84,2.49,1012.67,0.39,0.0,1.2
2017-05-19 18:00:00,265.182525,17.89,65.08,2.66,3.42,1013.42,0.59,0.0,1.2
2017-05-19 19:00:00,159.123499,16.6,72.88,3.71,4.47,1013.58,0.87,0.0,1.2
2017-05-19 20:00:00,134.279175,16.25,74.92,4.53,5.56,1013.0,1.1,0.0,0.6
2017-05-19 21:00:00,105.000612,16.0,76.97,4.85,5.7,1013.0,0.92,0.0,0.0
2017-05-19 22:00:00,98.1683355,16.0,77.97,3.94,4.82,1013.0,0.9,0.0,0.0
2017-05-19 23:00:00,94.7086065,15.88,78.68,3.39,3.96,1013.0,1.29,0.0,0.0
2017-05-20 00:00:00,97.9996535,15.9,77.94,2.44,2.98,1012.58,1.05,0.0,0.0
2017-05-20 01:00:00,92.2177065,15.87,77.94,2.37,3.0,1013.0,3.15,0.0,0.0
2017-05-20 02:00:00,93.529799,15.94,77.95,2.2,2.81,1013.67,47.99,0.0,0.0
2017-05-20 03:00:00,94.8689855,16.02,76.38,2.53,3.21,1014.0,83.19,0.0,0.0
2017-05-20 04:00:00,90.3971645,16.35,73.65,2.68,3.4,1014.0,119.41,0.0,0.0
2017-05-20 05:00:00,93.101102,16.61,72.36,2.8,3.56,1014.25,153.38,0.0,0.0
2017-05-20 06:00:00,92.3405035,17.07,70.08,2.56,3.33,1015.0,256.33,0.0,0.0
2017-05-20 07:00:00,103.3030855,17.92,65.42,2.36,3.21,1015.0,322.08,0.0,0.0
2017-05-20 08:00:00,101.6027185,18.86,60.79,2.43,3.29,1015.0,412.72,0.0,0.0
2017-05-20 09:00:00,100.1750395,19.59,58.81,2.39,3.19,1014.58,496.53,0.0,0.0
2017-05-20 10:00:00,104.437319,20.57,54.58,2.08,2.91,1014.0,663.15,0.0,0.0
2017-05-20 11:00:00,105.446352,21.04,52.63,2.63,3.48,1013.83,704.15,0.0,0.0
2017-05-20 12:00:00,105.677525,21.47,51.33,2.17,3.1,1013.0,576.93,0.0,0.0
2017-05-20 13:00:00,104.7272685,21.11,53.48,2.96,3.98,1013.0,442.66,0.0,0.0
2017-05-20 14:00:00,109.1261105,19.93,58.82,4.51,5.72,1013.0,291.18,0.0,0.0
2017-05-20 15:00:00,106.74162,18.53,62.78,6.08,7.19,1013.83,85.94,0.0,0.0
2017-05-20 16:00:00,107.0070975,17.35,66.48,4.88,5.83,1014.0,6.86,0.0,0.0
2017-05-20 17:00:00,113.325025,16.44,70.48,5.44,6.44,1014.25,1.24,0.0,0.0
2017-05-20 18:00:00,106.380658,15.84,73.18,6.28,7.59,1015.0,1.25,0.0,0.0
2017-05-20 19:00:00,102.3818895,15.65,74.62,4.57,5.47,1015.0,1.23,0.0,0.0
2017-05-20 20:00:00,102.61197,15.47,75.84,5.17,6.1,1014.75,1.04,0.0,0.0
2017-05-20 21:00:00,97.362289,15.36,74.62,4.14,4.86,1014.08,1.01,0.0,0.0
2017-05-20 22:00:00,93.135625,15.27,73.25,3.44,4.32,1014.0,1.23,0.0,0.0
2017-05-20 23:00:00,95.1080245,15.23,73.02,2.97,3.69,1014.0,1.26,0.0,0.0
2017-05-21 00:00:00,97.1715385,15.16,73.12,2.63,3.14,1014.0,1.77,0.0,0.0
2017-05-21 01:00:00,91.151645,15.14,73.58,2.1,2.6,1014.0,2.3,0.0,0.0
2017-05-21 02:00:00,91.5552145,15.45,73.71,0.85,1.24,1014.0,29.14,0.0,0.0
2017-05-21 03:00:00,92.441669,16.14,73.7,0.54,0.94,1014.17,109.75,0.0,0.0
2017-05-21 04:00:00,95.4340265,16.82,70.19,1.22,1.74,1015.0,194.1,0.0,0.0
2017-05-21 05:00:00,93.6016855,18.02,64.42,0.9,1.47,1015.0,266.87,0.0,0.0
2017-05-21 06:00:00,92.012535,18.05,63.98,1.18,1.7,1015.0,242.42,0.0,0.0
2017-05-21 07:00:00,92.4545605,18.92,61.51,1.46,2.03,1015.0,333.27,0.0,0.0
2017-05-21 08:00:00,95.7220095,19.1,62.86,2.24,3.02,1015.0,362.48,0.0,0.0
2017-05-21 09:00:00,92.736644,18.59,66.01,2.91,3.73,1015.0,264.27,0.0,0.0
2017-05-21 10:00:00,91.87925,19.08,62.62,3.77,4.74,1014.42,438.75,0.0,0.0
2017-05-21 11:00:00,92.672842,20.13,58.08,4.04,5.07,1014.0,754.88,0.0,0.0
2017-05-21 12:00:00,99.5086145,20.07,57.8,4.61,5.49,1014.0,515.73,0.0,0.0
2017-05-21 13:00:00,94.788359,20.48,55.09,3.48,4.4,1013.92,418.18,0.0,0.0
2017-05-21 14:00:00,95.0293645,20.21,56.51,1.75,2.31,1013.0,147.56,0.0,0.0
2017-05-21 15:00:00,95.8194605,19.44,58.7,2.43,2.98,1013.42,27.42,0.0,0.0
2017-05-21 16:00:00,100.166955,17.8,65.14,4.56,5.64,1014.0,2.24,0.0,0.0
2017-05-21 17:00:00,96.260175,17.03,66.81,5.23,6.27,1014.92,1.09,0.0,0.0
2017-05-21 18:00:00,95.846336,16.97,68.11,3.94,4.86,1015.17,1.33,0.0,0.0
2017-05-21 19:00:00,95.0171285,16.78,70.95,3.21,4.05,1015.92,1.64,0.0,0.0
2017-05-21 20:00:00,98.1464855,16.7,70.28,2.09,2.75,1015.75,1.5,0.0,0.0
2017-05-21 21:00:00,94.402051,16.65,74.0,2.21,2.77,1015.0,1.5,0.0,0.0
2017-05-21 22:00:00,95.5756145,16.56,77.47,2.44,3.17,1015.0,1.29,0.0,0.0
2017-05-21 23:00:00,92.9072925,16.45,80.12,2.35,2.87,1015.0,1.06,0.0,0.0
2017-05-22 00:00:00,95.380931,16.55,80.79,3.08,3.69,1015.0,1.51,0.0,0.0
2017-05-22 01:00:00,94.2716065,16.71,81.77,3.36,4.32,1015.0,1.94,0.0,0.0
2017-05-22 02:00:00,93.37379,16.78,81.93,3.66,4.47,1015.92,12.8,0.0,0.0
2017-05-22 03:00:00,95.1158905,16.98,79.78,3.76,4.78,1016.0,137.0,0.0,0.0
2017-05-22 04:00:00,95.3680395,17.7,73.51,3.07,3.98,1016.0,192.67,0.0,0.0
2017-05-22 05:00:00,92.88435,17.98,68.34,5.67,6.9,1016.0,221.43,0.0,0.0
2017-05-22 06:00:00,101.000314,18.79,62.63,5.77,7.3,1016.0,439.44,0.0,0.0
2017-05-22 07:00:00,130.389875,18.99,60.16,6.79,8.28,1016.08,527.24,0.0,0.0
2017-05-22 09:00:00,333.8498645,20.26,55.35,7.02,8.85,1016.0,678.21,0.0,0.0
2017-05-22 10:00:00,378.5117015,20.27,51.7,8.85,11.28,1016.0,893.46,0.0,0.0
2017-05-22 11:00:00,414.2565535,19.34,56.02,8.07,10.56,1016.0,414.98,0.0,0.0
2017-05-22 12:00:00,452.3424145,18.38,66.61,6.9,8.37,1016.0,276.15,0.09,0.09
2017-05-22 13:00:00,456.888744,17.57,72.82,7.88,10.29,1016.0,131.47,0.01,0.1
2017-05-22 14:00:00,469.0502355,16.2,79.86,4.94,6.44,1016.0,67.3,0.68,0.78
2017-05-22 15:00:00,479.3289125,16.2,81.89,6.88,8.53,1016.0,23.56,0.27,1.05
2017-05-22 16:00:00,430.728176,16.31,85.77,4.88,6.33,1016.0,4.4,0.26,1.3
2017-05-22 17:00:00,451.2389895,16.42,84.68,3.41,4.7,1016.83,1.38,0.01,1.3
2017-05-22 18:00:00,299.2490785,16.48,84.02,3.79,4.91,1017.0,1.26,0.0,1.3
2017-05-22 19:00:00,167.7824355,16.47,83.78,3.64,4.38,1017.0,1.11,0.0,1.3
2017-05-22 20:00:00,128.884847,16.55,84.0,3.28,4.19,1017.0,1.32,0.0,0.87
2017-05-22 21:00:00,105.611975,16.51,84.15,2.23,2.89,1016.75,0.84,0.0,0.0
2017-05-22 22:00:00,106.4044745,16.48,84.28,1.6,2.37,1016.0,0.9,0.0,0.0
2017-05-22 23:00:00,96.6016905,16.47,84.58,2.09,2.83,1016.0,1.01,0.47,0.47
2017-05-23 00:00:00,102.049551,16.28,86.06,2.02,2.7,1016.0,0.81,1.13,1.56
2017-05-23 01:00:00,98.220994,16.3,86.42,1.39,1.97,1016.0,0.73,0.32,1.86
2017-05-23 02:00:00,98.7183,16.42,85.7,1.72,2.2,1016.0,14.97,0.04,1.9
2017-05-23 03:00:00,94.5731365,16.72,82.64,1.84,2.31,1016.25,139.21,0.0,1.9
2017-05-23 04:00:00,97.8624355,17.4,77.02,1.86,2.41,1017.0,185.88,0.0,1.9
2017-05-23 05:00:00,96.762725,18.23,72.35,2.08,2.66,1017.0,245.66,0.0,1.9
2017-05-23 06:00:00,110.2181735,18.2,72.19,3.28,4.17,1017.25,288.39,0.0,1.9
2017-05-23 07:00:00,129.6760355,18.5,70.2,2.67,3.31,1018.0,376.88,0.0,1.9
2017-05-23 08:00:00,437.6688285,19.48,65.64,2.35,3.04,1018.0,374.24,0.0,1.9
2017-05-23 09:00:00,343.7605875,20.28,62.46,2.79,3.77,1017.58,623.01,0.02,1.92
2017-05-23 10:00:00,402.3203355,20.65,57.79,4.33,5.32,1017.08,661.22,0.08,2.0
2017-05-23 11:00:00,436.2651845,20.81,53.99,6.69,7.97,1017.0,910.47,0.0,2.0
2017-05-23 12:00:00,471.6831605,20.44,56.0,6.61,8.11,1017.0,673.29,0.0,2.0
2017-05-23 13:00:00,480.494173,19.95,56.56,6.45,7.95,1017.0,511.91,0.0,2.0
2017-05-23 17:00:00,475.5471145,16.68,67.4,4.92,6.18,1018.25,0.9,0.0,2.0
2017-05-23 18:00:00,453.769001,16.12,71.41,4.87,6.21,1019.0,0.79,0.0,2.0
2017-05-23 19:00:00,193.9587355,16.13,71.6,3.64,4.93,1019.0,0.87,0.0,2.0
2017-05-23 20:00:00,128.591183,15.91,72.36,5.14,6.06,1019.0,1.1,0.0,1.33
2017-05-23 21:00:00,105.221297,15.67,74.71,5.32,6.41,1019.0,1.11,0.0,0.0
2017-05-23 22:00:00,103.59085,15.63,76.03,3.44,4.51,1018.83,0.97,0.0,0.0
2017-05-23 23:00:00,97.7654215,15.55,76.23,4.33,5.3,1018.0,1.13,0.0,0.0
2017-05-24 00:00:00,101.106942,15.56,76.77,4.11,5.12,1018.0,1.23,0.0,0.0
2017-05-24 01:00:00,100.4376765,15.56,77.02,3.36,4.3,1018.0,1.46,0.0,0.0
2017-05-24 02:00:00,93.4452395,15.62,75.15,3.94,4.61,1018.0,41.73,0.0,0.0
2017-05-24 03:00:00,94.5810025,16.17,72.22,4.48,5.85,1018.17,229.13,0.0,0.0
2017-05-24 04:00:00,95.4882145,16.81,68.4,5.78,6.88,1019.0,372.28,0.0,0.0
2017-05-24 05:00:00,104.6490455,18.17,61.16,4.62,5.85,1019.0,620.3,0.0,0.0
2017-05-24 06:00:00,99.5501295,19.08,54.06,5.56,6.58,1019.0,780.75,0.0,0.0
2017-05-24 07:00:00,128.0613205,20.09,50.73,5.24,6.69,1018.83,769.35,0.0,0.0
2017-05-24 08:00:00,478.7699895,16.15,72.14,4.33,5.26,1018.08,183.13,0.0,0.0
2017-05-24 09:00:00,410.6246465,16.42,70.69,4.83,6.19,1018.42,282.46,0.0,0.0
2017-05-24 10:00:00,449.096597,17.16,66.86,5.58,6.69,1019.0,448.04,0.0,0.0
2017-05-24 15:00:00,496.1866245,20.86,47.09,5.42,7.02,1018.0,848.08,0.0,0.0
2017-05-24 16:00:00,483.595125,20.64,48.83,6.85,8.62,1017.17,918.42,0.0,0.0
2017-05-24 17:00:00,481.0048075,20.46,50.21,8.04,9.6,1017.0,816.0,0.0,0.0
2017-05-24 18:00:00,445.532425,20.16,51.3,8.5,10.13,1017.08,673.12,0.0,0.0
2017-05-24 19:00:00,186.551367,19.7,54.39,8.66,10.69,1017.08,495.96,0.0,0.0
2017-05-24 20:00:00,124.4425235,19.09,57.06,7.4,9.16,1017.0,299.96,0.0,0.0
2017-05-24 21:00:00,109.610525,18.47,58.3,7.23,9.31,1017.67,112.58,0.0,0.0
2017-05-24 22:00:00,102.9198365,17.2,64.36,8.62,10.44,1017.92,5.63,0.0,0.0
2017-05-24 23:00:00,98.1552255,16.36,68.03,7.94,9.58,1018.33,0.68,0.0,0.0
2017-05-25 00:00:00,105.480875,16.14,68.37,6.33,7.74,1019.0,0.62,0.0,0.0
2017-05-25 01:00:00,97.697905,16.03,68.4,5.97,7.32,1019.0,0.76,0.0,0.0
2017-05-25 02:00:00,91.4204,15.61,71.66,6.41,7.84,1018.83,0.75,0.0,0.0
2017-05-25 03:00:00,95.177289,15.49,73.49,6.99,8.72,1018.0,0.75,0.0,0.0
2017-05-25 04:00:00,102.333164,15.43,74.12,7.3,8.91,1018.0,0.76,0.0,0.0
2017-05-25 05:00:00,99.199,15.42,74.37,7.28,8.85,1018.0,1.1,0.0,0.0
2017-05-25 06:00:00,101.812697,15.49,74.12,6.49,7.72,1018.0,0.81,0.0,0.0
2017-05-25 07:00:00,136.58435,15.47,74.33,5.39,7.02,1018.0,5.63,0.0,0.0
2017-05-25 08:00:00,444.6922925,15.8,73.44,4.81,6.18,1018.42,103.86,0.0,0.0
2017-05-25 10:00:00,477.8776355,17.91,65.57,5.57,6.88,1019.0,478.58,0.0,0.0
2017-05-25 15:00:00,498.8282895,21.92,50.15,4.61,6.0,1018.0,970.5,0.0,0.0
2017-05-25 16:00:00,484.5895185,21.68,52.04,5.69,6.92,1018.0,921.67,0.0,0.0
2017-05-25 17:00:00,483.835475,21.53,53.52,5.13,6.65,1018.0,817.92,0.0,0.0
2017-05-25 18:00:00,446.301545,20.62,56.74,7.29,8.89,1017.83,675.11,0.0,0.0
2017-05-25 19:00:00,182.5512875,19.39,60.61,8.19,9.65,1018.0,496.44,0.0,0.0
2017-05-25 20:00:00,130.8633645,18.47,62.87,8.51,9.98,1017.83,298.03,0.0,0.0
2017-05-25 21:00:00,97.7881455,17.88,64.24,7.52,8.89,1018.0,108.52,0.0,0.0
2017-05-25 22:00:00,94.218511,17.25,64.05,7.56,9.29,1018.0,5.68,0.0,0.0
2017-05-25 23:00:00,103.317725,16.33,67.7,7.61,9.16,1018.92,0.85,0.0,0.0
2017-05-26 00:00:00,104.625666,16.16,65.28,6.9,8.47,1019.0,0.77,0.0,0.0
2017-05-26 01:00:00,99.6327225,16.15,64.45,6.23,7.74,1019.0,1.02,0.0,0.0
2017-05-26 02:00:00,99.795942,15.67,66.46,6.84,8.39,1019.0,0.72,0.0,0.0
2017-05-26 03:00:00,98.2727785,15.48,67.09,6.91,8.43,1018.83,0.84,0.0,0.0
2017-05-26 04:00:00,92.873425,15.28,67.93,6.3,7.65,1018.08,0.49,0.0,0.0
2017-05-26 05:00:00,101.6158285,15.06,70.29,7.99,9.46,1018.0,0.75,0.0,0.0
2017-05-26 06:00:00,109.28496,14.92,72.82,6.99,8.51,1018.0,0.79,0.0,0.0
2017-05-26 07:00:00,129.4977395,14.91,73.17,5.77,7.04,1018.0,5.43,0.0,0.0
2017-05-26 08:00:00,391.652073,15.1,71.56,5.29,6.6,1018.17,101.3,0.0,0.0
2017-05-26 09:00:00,362.1491105,16.4,66.8,3.89,4.88,1018.92,282.97,0.0,0.0
2017-05-26 10:00:00,343.6207475,17.59,62.08,4.19,4.97,1019.0,477.56,0.0,0.0
2017-05-26 11:00:00,361.6832685,18.8,57.11,3.83,4.8,1019.0,657.47,0.0,0.0
2017-05-26 12:00:00,366.653925,20.47,51.45,3.2,4.38,1019.0,804.5,0.0,0.0
2017-05-26 13:00:00,352.762569,21.19,48.48,3.37,4.42,1019.0,907.75,0.0,0.0
2017-05-26 14:00:00,373.798875,23.0,43.22,2.8,3.79,1018.67,961.5,0.0,0.0
2017-05-26 15:00:00,404.792663,23.32,42.88,4.26,5.41,1018.0,964.17,0.0,0.0
2017-05-26 16:00:00,408.21918,22.6,45.21,5.97,7.02,1018.0,915.42,0.0,0.0
2017-05-26 17:00:00,365.5505,21.57,49.55,6.38,7.67,1018.0,816.58,0.0,0.0
2017-05-26 18:00:00,381.6930615,21.1,52.4,6.38,8.11,1018.0,671.97,0.0,0.0
2017-05-26 19:00:00,182.0979,19.44,57.69,9.19,11.53,1017.83,491.85,0.0,0.0
2017-05-26 20:00:00,129.6227215,18.7,58.99,9.29,10.96,1017.33,294.42,0.0,0.0
2017-05-26 21:00:00,100.646781,17.62,61.64,8.66,10.4,1018.0,113.37,0.0,0.0
2017-05-26 22:00:00,99.9783895,16.33,65.66,7.17,8.85,1018.17,7.07,0.0,0.0
2017-05-26 23:00:00,92.646185,15.67,69.06,5.24,6.69,1019.0,0.48,0.0,0.0
2017-05-27 00:00:00,96.3137075,15.14,71.92,7.11,8.51,1019.0,0.52,0.0,0.0
2017-05-27 01:00:00,94.8099905,15.04,72.03,5.07,6.44,1019.0,0.52,0.0,0.0
2017-05-27 02:00:00,92.6219315,14.94,72.58,4.86,5.89,1019.0,0.52,0.0,0.0
2017-05-27 03:00:00,85.327309,14.86,72.89,4.57,5.6,1018.5,0.56,0.0,0.0
2017-05-27 04:00:00,89.2791,14.69,73.77,5.5,7.02,1018.0,0.72,0.0,0.0
2017-05-27 05:00:00,94.7147245,14.65,72.84,7.15,8.53,1018.0,0.59,0.0,0.0
2017-05-27 06:00:00,92.7268115,14.57,71.25,5.69,7.04,1017.83,0.64,0.0,0.0
2017-05-27 07:00:00,101.4204895,14.51,71.21,5.58,6.98,1018.0,5.67,0.0,0.0
2017-05-27 08:00:00,107.2579355,14.75,70.27,5.27,6.67,1018.0,111.15,0.0,0.0
2017-05-27 09:00:00,100.3533355,15.77,65.47,4.7,5.81,1018.33,292.46,0.0,0.0
2017-05-27 10:00:00,99.1747465,17.4,59.24,4.16,5.37,1019.0,483.7,0.0,0.0
2017-05-27 11:00:00,104.453925,18.92,52.31,5.33,6.77,1019.0,665.03,0.0,0.0
2017-05-27 12:00:00,104.8828405,19.99,49.23,5.12,7.07,1019.0,811.5,0.0,0.0
2017-05-27 13:00:00,107.2107395,20.51,47.52,5.44,7.04,1019.0,910.67,0.0,0.0
2017-05-27 14:00:00,107.4436605,21.53,42.32,6.26,7.8,1018.33,961.33,0.0,0.0
2017-05-27 15:00:00,110.5647145,22.28,38.84,7.05,8.6,1018.0,964.92,0.0,0.0
2017-05-27 16:00:00,106.5368855,23.1,37.49,6.35,8.2,1018.0,920.42,0.0,0.0
2017-05-27 17:00:00,101.7054135,22.29,44.01,7.41,9.29,1018.0,821.58,0.0,0.0
2017-05-27 18:00:00,109.715405,21.02,50.85,10.24,12.66,1018.0,656.78,0.0,0.0
2017-05-27 19:00:00,103.7073105,20.38,55.4,8.51,10.67,1018.0,403.59,0.0,0.0
2017-05-27 20:00:00,103.650719,19.1,62.25,8.12,11.7,1018.0,280.39,0.0,0.0
2017-05-27 21:00:00,97.9498355,18.07,65.88,8.93,11.3,1018.67,110.9,0.0,0.0
2017-05-27 22:00:00,100.8318505,17.05,69.19,8.87,11.24,1018.58,7.72,0.0,0.0
2017-05-27 23:00:00,93.996952,16.64,70.13,7.04,9.48,1019.58,0.63,0.0,0.0
2017-05-28 00:00:00,91.977575,16.29,69.38,6.65,9.12,1020.0,0.51,0.0,0.0
2017-05-28 01:00:00,91.400298,16.05,69.09,6.99,8.83,1020.0,0.67,0.0,0.0
2017-05-28 02:00:00,96.4937515,16.05,69.33,6.23,8.11,1019.92,0.52,0.0,0.0
2017-05-28 03:00:00,91.0417395,15.75,67.08,8.14,10.21,1019.92,0.65,0.0,0.0
2017-05-28 04:00:00,91.4831095,15.75,66.21,7.09,8.97,1019.75,0.49,0.0,0.0
2017-05-28 05:00:00,90.4321245,15.57,65.9,6.31,8.2,1020.0,0.73,0.0,0.0
2017-05-28 06:00:00,96.4933145,15.21,67.83,6.59,8.03,1020.0,0.49,0.0,0.0
2017-05-28 07:00:00,88.7164625,14.89,69.17,6.21,7.8,1020.0,3.52,0.0,0.0
2017-05-28 08:00:00,93.49615,15.2,67.28,4.98,6.5,1020.0,106.84,0.0,0.0
2017-05-28 09:00:00,94.208023,15.97,60.32,7.03,8.89,1020.25,337.01,0.0,0.0
2017-05-28 10:00:00,97.0688435,16.52,54.82,7.35,9.71,1021.0,487.16,0.0,0.0
